locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEOAGECF_03972	CDS	540				hypothetical protein
DEOAGECF_03973	CDS	825				hypothetical protein
DEOAGECF_03974	CDS	975	btuD_18	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_03975	CDS	1218				hypothetical protein
DEOAGECF_03976	CDS	255	liaR_6		COG2197	Transcriptional regulatory protein LiaR
DEOAGECF_03977	CDS	1290				hypothetical protein
DEOAGECF_03978	CDS	678				hypothetical protein
DEOAGECF_03979	CDS	960	psdht	4.2.1.-		Phenylserine dehydratase
DEOAGECF_03980	CDS	1614				hypothetical protein
DEOAGECF_03981	CDS	978	fgd1_2	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase 1
DEOAGECF_03982	CDS	426	ssgB_3			Sporulation-specific cell division protein SsgB
DEOAGECF_03983	CDS	498				hypothetical protein
DEOAGECF_03984	CDS	345				hypothetical protein
DEOAGECF_03985	CDS	984	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
DEOAGECF_03986	CDS	1215	sdgC	1.14.13.209		Salicyloyl-CoA 5-hydroxylase
DEOAGECF_03987	CDS	696	rnhA	3.1.26.4		Ribonuclease H
DEOAGECF_03988	CDS	483				hypothetical protein
DEOAGECF_03989	CDS	657	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
DEOAGECF_03990	CDS	603	clpP2_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
DEOAGECF_03991	CDS	417				hypothetical protein
DEOAGECF_03992	CDS	888	sigF_4		COG1191	RNA polymerase sigma factor SigF
DEOAGECF_03993	CDS	456				hypothetical protein
DEOAGECF_03994	CDS	585				hypothetical protein
DEOAGECF_03995	CDS	417				hypothetical protein
DEOAGECF_03996	CDS	1212				hypothetical protein
DEOAGECF_03997	CDS	411				hypothetical protein
DEOAGECF_03998	CDS	381				hypothetical protein
DEOAGECF_03999	CDS	993	gpr_2	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
DEOAGECF_04000	CDS	885	hdfR_5			HTH-type transcriptional regulator HdfR
DEOAGECF_04001	CDS	516				hypothetical protein
DEOAGECF_04002	CDS	1080	add_2	3.5.4.4	COG1816	Adenosine deaminase
DEOAGECF_04003	CDS	393				hypothetical protein
DEOAGECF_04004	CDS	462				hypothetical protein
DEOAGECF_04005	CDS	444				hypothetical protein
DEOAGECF_04006	CDS	357				hypothetical protein
DEOAGECF_04007	CDS	876				hypothetical protein
DEOAGECF_04008	CDS	279				hypothetical protein
DEOAGECF_04009	CDS	891				hypothetical protein
DEOAGECF_04010	CDS	1323	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
DEOAGECF_04011	CDS	168				hypothetical protein
DEOAGECF_04012	CDS	441				hypothetical protein
DEOAGECF_04013	tRNA	86				tRNA-Ala(ggc)
DEOAGECF_04014	CDS	486	tadA	3.5.4.33		tRNA-specific adenosine deaminase
DEOAGECF_04015	CDS	705	chpB			Chaplin-B
DEOAGECF_04016	CDS	1503	speA	4.1.1.19	COG1982	Arginine decarboxylase
DEOAGECF_04017	CDS	216				hypothetical protein
DEOAGECF_04018	CDS	438				hypothetical protein
DEOAGECF_04019	CDS	867	sigF_5		COG1191	RNA polymerase sigma factor SigF
DEOAGECF_04020	CDS	252				hypothetical protein
DEOAGECF_04021	CDS	834				hypothetical protein
DEOAGECF_04022	CDS	396				hypothetical protein
DEOAGECF_04023	CDS	2259				hypothetical protein
DEOAGECF_04024	CDS	1377		1.6.99.-	COG1252	NADH dehydrogenase-like protein
DEOAGECF_04025	CDS	1740				hypothetical protein
DEOAGECF_04026	CDS	1065				hypothetical protein
DEOAGECF_04027	CDS	441	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
DEOAGECF_04028	CDS	378	rsbS		COG1366	RsbT antagonist protein RsbS
DEOAGECF_04029	CDS	897	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
DEOAGECF_04030	CDS	393				hypothetical protein
DEOAGECF_04031	CDS	2499				hypothetical protein
DEOAGECF_04032	CDS	3996	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
DEOAGECF_04033	CDS	366				hypothetical protein
DEOAGECF_04034	CDS	453				hypothetical protein
DEOAGECF_04035	CDS	435				hypothetical protein
DEOAGECF_04036	CDS	288				hypothetical protein
DEOAGECF_04037	CDS	1431		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
DEOAGECF_04038	CDS	234				hypothetical protein
DEOAGECF_04039	CDS	1077	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
DEOAGECF_04040	CDS	2223	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
DEOAGECF_04041	CDS	1362	mak_1	2.7.1.175	COG3281	Maltokinase
DEOAGECF_04042	CDS	1719	treS_1	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
DEOAGECF_04043	CDS	240	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
DEOAGECF_04044	CDS	93				hypothetical protein
DEOAGECF_04045	CDS	1455	xylB_2	2.7.1.17		Xylulose kinase
DEOAGECF_04046	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
DEOAGECF_04047	CDS	1929		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
DEOAGECF_04048	CDS	270				hypothetical protein
DEOAGECF_04049	CDS	1170	hrdA		COG0568	RNA polymerase principal sigma factor HrdA
DEOAGECF_04050	CDS	675				hypothetical protein
DEOAGECF_04051	CDS	996				hypothetical protein
DEOAGECF_04052	CDS	1929	dnaG	2.7.7.-	COG0358	DNA primase
DEOAGECF_04053	CDS	1266	camA	1.18.1.5		Putidaredoxin reductase CamA
DEOAGECF_04054	CDS	1275	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
DEOAGECF_04055	CDS	864	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
DEOAGECF_04056	CDS	612				hypothetical protein
DEOAGECF_04057	CDS	2103	nasC	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
DEOAGECF_04058	CDS	543				hypothetical protein
DEOAGECF_04059	CDS	1638		3.4.-.-		Transglutaminase-activating metalloprotease
DEOAGECF_04060	CDS	534				hypothetical protein
DEOAGECF_04061	CDS	627				hypothetical protein
DEOAGECF_04062	CDS	783	yfcA_2		COG0730	putative membrane transporter protein YfcA
DEOAGECF_04063	CDS	1239	nasB		COG1251	Assimilatory nitrate reductase electron transfer subunit
DEOAGECF_04064	CDS	2616	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
DEOAGECF_04065	CDS	351	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
DEOAGECF_04066	CDS	948				hypothetical protein
DEOAGECF_04067	CDS	327				hypothetical protein
DEOAGECF_04068	CDS	834				hypothetical protein
DEOAGECF_04069	CDS	468				hypothetical protein
DEOAGECF_04070	CDS	2508	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
DEOAGECF_04071	CDS	318				hypothetical protein
DEOAGECF_04072	CDS	1278				hypothetical protein
DEOAGECF_04073	tRNA	84				tRNA-Ala(ggc)
DEOAGECF_04074	CDS	828	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
DEOAGECF_04075	CDS	2415				hypothetical protein
DEOAGECF_04076	CDS	2439				hypothetical protein
DEOAGECF_04077	CDS	606				hypothetical protein
DEOAGECF_04078	CDS	828	ycbX		COG0633	putative protein YcbX
DEOAGECF_04079	CDS	441				hypothetical protein
DEOAGECF_04080	CDS	1287				hypothetical protein
DEOAGECF_04081	CDS	1179				hypothetical protein
DEOAGECF_04082	CDS	843	murI	5.1.1.3		Glutamate racemase
DEOAGECF_04083	CDS	543				hypothetical protein
DEOAGECF_04084	CDS	1614	lnt_2	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
DEOAGECF_04085	CDS	480				hypothetical protein
DEOAGECF_04086	CDS	801	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
DEOAGECF_04087	CDS	1980				hypothetical protein
DEOAGECF_04088	CDS	1392	abaF			Fosfomycin resistance protein AbaF
DEOAGECF_04089	CDS	282	tatA_2			Sec-independent protein translocase protein TatA
DEOAGECF_04090	CDS	1536	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
DEOAGECF_04091	CDS	585	yceC_3		COG2310	Stress response protein SCP2
DEOAGECF_04092	CDS	576	yceD_2		COG2310	General stress protein 16U
DEOAGECF_04093	CDS	432	tatB_1			Sec-independent protein translocase protein TatB
DEOAGECF_04094	CDS	2655	mgtA_1	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
DEOAGECF_04095	CDS	363	kmtR_2		COG0640	HTH-type transcriptional regulator KmtR
DEOAGECF_04096	CDS	672				hypothetical protein
DEOAGECF_04097	CDS	789				hypothetical protein
DEOAGECF_04098	CDS	201				hypothetical protein
DEOAGECF_04099	CDS	570				hypothetical protein
DEOAGECF_04100	CDS	639		4.2.3.158		Spiroviolene synthase
DEOAGECF_04101	CDS	441		4.2.3.158		Spiroviolene synthase
DEOAGECF_04102	CDS	729	fbiB_1	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
DEOAGECF_04103	CDS	609	rmpB_1	5.3.1.27		3-hexulose-6-phosphate isomerase
DEOAGECF_04104	CDS	786	pgk/tpi		COG0126	Bifunctional PGK/TIM
DEOAGECF_04105	CDS	315				hypothetical protein
DEOAGECF_04106	CDS	1251	ybjJ_3			Inner membrane protein YbjJ
DEOAGECF_04107	CDS	558	rcdA_1		COG3226	HTH-type transcriptional regulator RcdA
DEOAGECF_04108	CDS	897	rhaR_2			HTH-type transcriptional activator RhaR
DEOAGECF_04109	CDS	591	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase
DEOAGECF_04110	CDS	1419	vdcC	4.1.1.-		Phenolic acid decarboxylase
DEOAGECF_04111	CDS	267	vdcD_1			Protein VdcD
DEOAGECF_04112	CDS	285				hypothetical protein
DEOAGECF_04113	CDS	1086	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
DEOAGECF_04114	CDS	1395	ydfJ_3			Putative transporter YdfJ
DEOAGECF_04115	CDS	1452	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
DEOAGECF_04116	CDS	1209	rspA	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
DEOAGECF_04117	CDS	711	rspR_3		COG1802	HTH-type transcriptional repressor RspR
DEOAGECF_04118	CDS	489				hypothetical protein
DEOAGECF_04119	CDS	987				hypothetical protein
DEOAGECF_04120	CDS	1488		3.1.1.1	COG2272	Carboxylesterase
DEOAGECF_04121	CDS	948				hypothetical protein
DEOAGECF_04122	CDS	2775				hypothetical protein
DEOAGECF_04123	CDS	969				hypothetical protein
DEOAGECF_04124	CDS	441				hypothetical protein
DEOAGECF_04125	CDS	297				hypothetical protein
DEOAGECF_04126	CDS	399				hypothetical protein
DEOAGECF_04127	CDS	318				hypothetical protein
DEOAGECF_04128	CDS	690	inhA_3	4.2.1.103		Isonitrile hydratase
DEOAGECF_04129	CDS	939	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
DEOAGECF_04130	CDS	528	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
DEOAGECF_04131	CDS	1584	secD		COG0342	Protein translocase subunit SecD
DEOAGECF_04132	CDS	1128	secF		COG0341	Protein translocase subunit SecF
DEOAGECF_04133	CDS	549	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
DEOAGECF_04134	CDS	2544	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
DEOAGECF_04135	CDS	1374	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_04136	CDS	417				hypothetical protein
DEOAGECF_04137	CDS	1140				hypothetical protein
DEOAGECF_04138	CDS	1230				putative protein/MSMEI_2664
DEOAGECF_04139	CDS	834				hypothetical protein
DEOAGECF_04140	CDS	708		3.-.-.-		putative protein
DEOAGECF_04141	CDS	1263	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
DEOAGECF_04142	CDS	663				hypothetical protein
DEOAGECF_04143	CDS	1356			COG2256	putative AAA domain-containing protein
DEOAGECF_04144	CDS	615	rpsD			30S ribosomal protein S4
DEOAGECF_04145	CDS	2187				hypothetical protein
DEOAGECF_04146	CDS	444				hypothetical protein
DEOAGECF_04147	CDS	375				hypothetical protein
DEOAGECF_04148	CDS	2673	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
DEOAGECF_04149	CDS	495		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
DEOAGECF_04150	CDS	1710	mltG_2	4.2.2.-		Endolytic murein transglycosylase
DEOAGECF_04151	CDS	837	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DEOAGECF_04152	CDS	1185	aroC	4.2.3.5	COG0082	Chorismate synthase
DEOAGECF_04153	CDS	516	aroK	2.7.1.71	COG0703	Shikimate kinase
DEOAGECF_04154	CDS	1092	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
DEOAGECF_04155	CDS	948				hypothetical protein
DEOAGECF_04156	CDS	1107		3.4.-.-		putative peptidase
DEOAGECF_04157	CDS	567	efp		COG0231	Elongation factor P
DEOAGECF_04158	CDS	429	nusB		COG0781	Transcription antitermination protein NusB
DEOAGECF_04159	CDS	231				hypothetical protein
DEOAGECF_04160	CDS	1344	entS_5			Enterobactin exporter EntS
DEOAGECF_04161	CDS	603				hypothetical protein
DEOAGECF_04162	CDS	708				hypothetical protein
DEOAGECF_04163	CDS	192				hypothetical protein
DEOAGECF_04164	CDS	798	rip2		COG1994	Putative zinc metalloprotease Rip2
DEOAGECF_04165	tRNA	75				tRNA-Ala(ggc)
DEOAGECF_04166	CDS	831	drrB_3			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
DEOAGECF_04167	CDS	1098	drrA_7	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
DEOAGECF_04168	CDS	876	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DEOAGECF_04169	CDS	1053				hypothetical protein
DEOAGECF_04170	CDS	1233	ydhP_1		COG2814	Inner membrane transport protein YdhP
DEOAGECF_04171	CDS	876				hypothetical protein
DEOAGECF_04172	CDS	678				hypothetical protein
DEOAGECF_04173	CDS	432				hypothetical protein
DEOAGECF_04174	CDS	705				hypothetical protein
DEOAGECF_04175	CDS	93				hypothetical protein
DEOAGECF_04176	CDS	234				hypothetical protein
DEOAGECF_04177	CDS	834				hypothetical protein
DEOAGECF_04178	CDS	1362	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
DEOAGECF_04179	CDS	669				hypothetical protein
DEOAGECF_04180	CDS	627				hypothetical protein
DEOAGECF_04181	CDS	1764	nadE_2	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
DEOAGECF_04182	CDS	447				hypothetical protein
DEOAGECF_04183	CDS	255	relK	3.1.-.-	COG4115	Toxin RelK
DEOAGECF_04184	CDS	264	relJ		COG2161	Antitoxin RelJ
DEOAGECF_04185	CDS	2994	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
DEOAGECF_04186	CDS	867				hypothetical protein
DEOAGECF_04187	CDS	996	degA_4		COG1609	HTH-type transcriptional regulator DegA
DEOAGECF_04188	CDS	312	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
DEOAGECF_04189	CDS	513				hypothetical protein
DEOAGECF_04190	CDS	492	nphA2	1.5.1.36		NADH-dependent flavin reductase
DEOAGECF_04191	CDS	1668				hypothetical protein
DEOAGECF_04192	CDS	966				hypothetical protein
DEOAGECF_04193	CDS	933	lacC_1	2.7.1.144		Tagatose-6-phosphate kinase
DEOAGECF_04194	CDS	1146	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
DEOAGECF_04195	CDS	999	glkA_2	2.7.1.2		Glucokinase
DEOAGECF_04196	CDS	1236				hypothetical protein
DEOAGECF_04197	CDS	249				hypothetical protein
DEOAGECF_04198	CDS	870		3.2.1.-	COG0637	putative glycosyl hydrolase
DEOAGECF_04199	CDS	483				hypothetical protein
DEOAGECF_04200	CDS	1404	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
DEOAGECF_04201	CDS	711				hypothetical protein
DEOAGECF_04202	CDS	945	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
DEOAGECF_04203	CDS	1314				hypothetical protein
DEOAGECF_04204	CDS	276	cysO_1		COG1977	Sulfur carrier protein CysO
DEOAGECF_04205	CDS	204	cspA		COG1278	Cold shock protein CspA
DEOAGECF_04206	CDS	1626	groL2			60 kDa chaperonin 2
DEOAGECF_04207	CDS	570				hypothetical protein
DEOAGECF_04208	CDS	933	estD	3.1.1.1	COG1073	Esterase EstD
DEOAGECF_04209	CDS	789				hypothetical protein
DEOAGECF_04210	CDS	1131		1.-.-.-		NADH oxidase
DEOAGECF_04211	CDS	1521		3.1.1.1	COG2272	Carboxylesterase
DEOAGECF_04212	CDS	219				hypothetical protein
DEOAGECF_04213	CDS	840				hypothetical protein
DEOAGECF_04214	CDS	390				hypothetical protein
DEOAGECF_04215	CDS	609	comR_3			HTH-type transcriptional repressor ComR
DEOAGECF_04216	CDS	750	yghA_2	1.-.-.-		putative oxidoreductase YghA
DEOAGECF_04217	CDS	573				hypothetical protein
DEOAGECF_04218	CDS	1629				PTS system EIIBC component
DEOAGECF_04219	CDS	936	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
DEOAGECF_04220	CDS	903	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
DEOAGECF_04221	CDS	942	btuD_19	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_04222	CDS	2616				hypothetical protein
DEOAGECF_04223	CDS	570				hypothetical protein
DEOAGECF_04224	CDS	720	btuF_3			Vitamin B12-binding protein
DEOAGECF_04225	CDS	1158				hypothetical protein
DEOAGECF_04226	CDS	969				putative HTH-type transcriptional regulator
DEOAGECF_04227	CDS	693		2.4.2.-	COG2071	Putative glutamine amidotransferase
DEOAGECF_04228	CDS	735	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
DEOAGECF_04229	CDS	1362	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
DEOAGECF_04230	CDS	1419	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
DEOAGECF_04231	CDS	783	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
DEOAGECF_04232	CDS	966				hypothetical protein
DEOAGECF_04233	CDS	1203				hypothetical protein
DEOAGECF_04234	CDS	1023				hypothetical protein
DEOAGECF_04235	CDS	1179				hypothetical protein
DEOAGECF_04236	CDS	786				hypothetical protein
DEOAGECF_04237	CDS	732				hypothetical protein
DEOAGECF_04238	CDS	366				hypothetical protein
DEOAGECF_04239	CDS	777	infC			Translation initiation factor IF-3
DEOAGECF_04240	CDS	195	rpmI		COG0291	50S ribosomal protein L35
DEOAGECF_04241	CDS	384	rplT		COG0292	50S ribosomal protein L20
DEOAGECF_04242	CDS	858	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
DEOAGECF_04243	CDS	1140	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
DEOAGECF_04244	CDS	1122	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
DEOAGECF_04245	CDS	2514	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
DEOAGECF_04246	CDS	1341				hypothetical protein
DEOAGECF_04247	CDS	540				hypothetical protein
DEOAGECF_04248	CDS	258				hypothetical protein
DEOAGECF_04249	CDS	603	fadB2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
DEOAGECF_04250	CDS	798				hypothetical protein
DEOAGECF_04251	CDS	807		3.1.1.3		Lipase 1
DEOAGECF_04252	CDS	2718	pknD_13	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_04253	CDS	543	sigK_1		COG1595	ECF RNA polymerase sigma factor SigK
DEOAGECF_04254	CDS	840				hypothetical protein
DEOAGECF_04255	CDS	270				hypothetical protein
DEOAGECF_04256	CDS	795	drrB_4			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
DEOAGECF_04257	CDS	948	drrA_8	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
DEOAGECF_04258	CDS	711				hypothetical protein
DEOAGECF_04259	CDS	1161				hypothetical protein
DEOAGECF_04260	CDS	750	gamR			HTH-type transcriptional repressor GamR
DEOAGECF_04261	CDS	1347	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
DEOAGECF_04262	CDS	582				hypothetical protein
DEOAGECF_04263	CDS	618				hypothetical protein
DEOAGECF_04264	CDS	2244	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
DEOAGECF_04265	CDS	1443				hypothetical protein
DEOAGECF_04266	CDS	1245				hypothetical protein
DEOAGECF_04267	CDS	177				hypothetical protein
DEOAGECF_04268	CDS	1347	btuD_20	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_04269	CDS	1389	ald_3	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
DEOAGECF_04270	CDS	1098		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
DEOAGECF_04271	CDS	948				hypothetical protein
DEOAGECF_04272	CDS	708				hypothetical protein
DEOAGECF_04273	CDS	651	tetR_3			Tetracycline repressor protein class A from transposon 1721
DEOAGECF_04274	CDS	1152	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
DEOAGECF_04275	CDS	327				hypothetical protein
DEOAGECF_04276	CDS	645				hypothetical protein
DEOAGECF_04277	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
DEOAGECF_04278	CDS	519	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
DEOAGECF_04279	CDS	750				hypothetical protein
DEOAGECF_04280	CDS	603				hypothetical protein
DEOAGECF_04281	tRNA	74				tRNA-His(gtg)
DEOAGECF_04282	CDS	1056	rbsR_4		COG1609	Ribose operon repressor
DEOAGECF_04283	CDS	1326				hypothetical protein
DEOAGECF_04284	CDS	1011	lacF_3			Lactose transport system permease protein LacF
DEOAGECF_04285	CDS	912	lacG_1			Lactose transport system permease protein LacG
DEOAGECF_04286	CDS	1449		3.2.1.21		Bifunctional beta-D-glucosidase/beta-D-fucosidase
DEOAGECF_04287	CDS	1434				hypothetical protein
DEOAGECF_04288	CDS	1437				hypothetical protein
DEOAGECF_04289	CDS	741	mprA_4		COG0745	Response regulator MprA
DEOAGECF_04290	CDS	582				hypothetical protein
DEOAGECF_04291	CDS	870	speE_4	2.5.1.16		Polyamine aminopropyltransferase
DEOAGECF_04292	CDS	384				hypothetical protein
DEOAGECF_04293	CDS	1482				hypothetical protein
DEOAGECF_04294	CDS	597	gpm2_1	3.1.3.2	COG0406	Acid phosphatase
DEOAGECF_04295	CDS	1047				hypothetical protein
DEOAGECF_04296	CDS	972				hypothetical protein
DEOAGECF_04297	CDS	1599				hypothetical protein
DEOAGECF_04298	CDS	1371				hypothetical protein
DEOAGECF_04299	CDS	549				hypothetical protein
DEOAGECF_04300	CDS	1083				hypothetical protein
DEOAGECF_04301	CDS	228				hypothetical protein
DEOAGECF_04302	CDS	951	pobB_2	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
DEOAGECF_04303	CDS	1632	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
DEOAGECF_04304	CDS	792	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
DEOAGECF_04305	CDS	753	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
DEOAGECF_04306	CDS	522				hypothetical protein
DEOAGECF_04307	CDS	804	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
DEOAGECF_04308	CDS	801	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
DEOAGECF_04309	CDS	1002				hypothetical protein
DEOAGECF_04310	CDS	1488	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
DEOAGECF_04311	CDS	5724	pikAI	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
DEOAGECF_04312	CDS	849				hypothetical protein
DEOAGECF_04313	CDS	1005	drrA_9	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
DEOAGECF_04314	CDS	5355	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
DEOAGECF_04315	CDS	2211	menF_1	5.4.4.2		Isochorismate synthase MenF
DEOAGECF_04316	CDS	771	pikAV_2	3.1.2.-		Thioesterase PikA5
DEOAGECF_04317	CDS	195	suaB_1			Ferredoxin-1
DEOAGECF_04318	CDS	1182		1.14.15.22		Vitamin D3 dihydroxylase
DEOAGECF_04319	CDS	1059	per	2.6.1.102	COG0399	GDP-perosamine synthase
DEOAGECF_04320	CDS	1377				hypothetical protein
DEOAGECF_04321	CDS	2886				hypothetical protein
DEOAGECF_04322	CDS	2976				hypothetical protein
DEOAGECF_04323	CDS	2829				hypothetical protein
DEOAGECF_04324	CDS	174	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase
DEOAGECF_04325	CDS	879	fdhD_2		COG1526	Sulfur carrier protein FdhD
DEOAGECF_04326	CDS	1362	mshA_6	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
DEOAGECF_04327	CDS	1671	opuD		COG1292	Glycine betaine transporter OpuD
DEOAGECF_04328	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
DEOAGECF_04329	CDS	636	gloB_5	3.1.2.6		Hydroxyacylglutathione hydrolase
DEOAGECF_04330	CDS	339				hypothetical protein
DEOAGECF_04331	CDS	501	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
DEOAGECF_04332	CDS	366	todB		COG2146	Toluene 1,2-dioxygenase system ferredoxin subunit
DEOAGECF_04333	CDS	1206	bedA	1.18.1.3		Benzene 1,2-dioxygenase system ferredoxin--NAD(+) reductase subunit
DEOAGECF_04334	CDS	831	folP1_2	2.5.1.15	COG0294	Dihydropteroate synthase
DEOAGECF_04335	CDS	360	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
DEOAGECF_04336	CDS	1164	thcD	1.18.1.-		Rhodocoxin reductase
DEOAGECF_04337	CDS	798	kdgR_1			Pectin degradation repressor protein KdgR
DEOAGECF_04338	CDS	912				hypothetical protein
DEOAGECF_04339	CDS	2439	dmg	1.5.3.10		Dimethylglycine oxidase
DEOAGECF_04340	CDS	861	folD_3		COG0190	Bifunctional protein FolD protein
DEOAGECF_04341	CDS	1290	glyA2_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
DEOAGECF_04342	CDS	1233	soxB	1.5.3.1		Sarcosine oxidase subunit beta
DEOAGECF_04343	CDS	3318	soxA	1.5.3.1		Sarcosine oxidase subunit alpha
DEOAGECF_04344	CDS	606	soxG_1	1.5.3.1		Sarcosine oxidase subunit gamma
DEOAGECF_04345	CDS	873	purU_2	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
DEOAGECF_04346	CDS	627	soxG_2	1.5.3.1		Sarcosine oxidase subunit gamma
DEOAGECF_04347	CDS	1134	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
