locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMFJJJCJ_03607	CDS	1317				hypothetical protein
MMFJJJCJ_03608	CDS	1245				hypothetical protein
MMFJJJCJ_03609	CDS	711	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MMFJJJCJ_03610	CDS	1914				hypothetical protein
MMFJJJCJ_03611	CDS	105				hypothetical protein
MMFJJJCJ_03612	CDS	354				hypothetical protein
MMFJJJCJ_03613	CDS	2481	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
MMFJJJCJ_03614	CDS	240				hypothetical protein
MMFJJJCJ_03615	CDS	384				putative protein
MMFJJJCJ_03616	CDS	609				hypothetical protein
MMFJJJCJ_03617	CDS	1080	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
MMFJJJCJ_03618	CDS	1800				hypothetical protein
MMFJJJCJ_03619	CDS	1284			COG0477	putative MFS-type transporter
MMFJJJCJ_03620	CDS	1314	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MMFJJJCJ_03621	CDS	1551		2.7.7.-	COG0617	A-adding tRNA nucleotidyltransferase
MMFJJJCJ_03622	CDS	564				hypothetical protein
MMFJJJCJ_03623	CDS	2394				hypothetical protein
MMFJJJCJ_03624	CDS	1734	murJ_2			lipid II flippase MurJ
MMFJJJCJ_03625	CDS	1671				hypothetical protein
MMFJJJCJ_03626	CDS	594	sigM_2			ECF RNA polymerase sigma factor SigM
MMFJJJCJ_03627	CDS	792				hypothetical protein
MMFJJJCJ_03628	CDS	570				hypothetical protein
MMFJJJCJ_03629	CDS	981	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
MMFJJJCJ_03630	CDS	315	trxA		COG0526	Thioredoxin 1
MMFJJJCJ_03631	CDS	429				hypothetical protein
MMFJJJCJ_03632	CDS	618				hypothetical protein
MMFJJJCJ_03633	CDS	1293	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
MMFJJJCJ_03634	CDS	942	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
MMFJJJCJ_03635	CDS	759				hypothetical protein
MMFJJJCJ_03636	CDS	975	parB		COG1475	putative chromosome-partitioning protein ParB
MMFJJJCJ_03637	CDS	1155				Iron-sulfur cluster carrier protein
MMFJJJCJ_03638	CDS	651	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
MMFJJJCJ_03639	CDS	456				hypothetical protein
MMFJJJCJ_03640	CDS	171				hypothetical protein
MMFJJJCJ_03641	CDS	600				hypothetical protein
MMFJJJCJ_03642	CDS	357				hypothetical protein
MMFJJJCJ_03643	CDS	486				hypothetical protein
MMFJJJCJ_03644	CDS	993	yidC_2			Membrane protein insertase YidC
MMFJJJCJ_03645	CDS	363	yidD			Putative membrane protein insertion efficiency factor
MMFJJJCJ_03646	CDS	384	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MMFJJJCJ_03647	CDS	138	rpmH		COG0230	50S ribosomal protein L34
MMFJJJCJ_03648	CDS	2091	dnaA			Chromosomal replication initiator protein DnaA
MMFJJJCJ_03649	CDS	1134	dnaN_2		COG0592	Beta sliding clamp
MMFJJJCJ_03650	CDS	921		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
MMFJJJCJ_03651	CDS	1125	recF		COG1195	DNA replication and repair protein RecF
MMFJJJCJ_03652	CDS	615				hypothetical protein
MMFJJJCJ_03653	CDS	1875	gyrBR	5.6.2.2		DNA gyrase subunit B, novobiocin-resistant
MMFJJJCJ_03654	CDS	2514	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
MMFJJJCJ_03655	CDS	1080				hypothetical protein
MMFJJJCJ_03656	tRNA	75				tRNA-Ile(gat)
MMFJJJCJ_03657	CDS	891	hdfR_3			HTH-type transcriptional regulator HdfR
MMFJJJCJ_03658	CDS	726	ygeA_1	5.1.1.13		L-aspartate/glutamate-specific racemase
MMFJJJCJ_03659	CDS	1320				hypothetical protein
MMFJJJCJ_03660	CDS	714				hypothetical protein
MMFJJJCJ_03661	CDS	519	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
MMFJJJCJ_03662	CDS	588				hypothetical protein
MMFJJJCJ_03663	CDS	576				hypothetical protein
MMFJJJCJ_03664	CDS	726	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MMFJJJCJ_03665	CDS	498				hypothetical protein
MMFJJJCJ_03666	CDS	234				hypothetical protein
MMFJJJCJ_03667	CDS	867	rhaR_3			HTH-type transcriptional activator RhaR
MMFJJJCJ_03668	CDS	915				hypothetical protein
MMFJJJCJ_03669	CDS	1815				hypothetical protein
MMFJJJCJ_03670	CDS	873	pdxI_2	1.1.1.65		Pyridoxine 4-dehydrogenase
MMFJJJCJ_03671	CDS	804		1.-.-.-		putative oxidoreductase
MMFJJJCJ_03672	CDS	204				hypothetical protein
MMFJJJCJ_03673	CDS	732	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
MMFJJJCJ_03674	tRNA	74				tRNA-Ala(tgc)
MMFJJJCJ_03675	CDS	1764				hypothetical protein
MMFJJJCJ_03676	CDS	1143	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MMFJJJCJ_03677	CDS	1260	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
MMFJJJCJ_03678	CDS	1131				hypothetical protein
MMFJJJCJ_03679	CDS	936	rutD_3	3.5.1.-		Putative aminoacrylate hydrolase RutD
MMFJJJCJ_03680	CDS	570				hypothetical protein
MMFJJJCJ_03681	CDS	1800				hypothetical protein
MMFJJJCJ_03682	CDS	591				hypothetical protein
MMFJJJCJ_03683	CDS	507				hypothetical protein
MMFJJJCJ_03684	CDS	711				hypothetical protein
MMFJJJCJ_03685	CDS	546				hypothetical protein
MMFJJJCJ_03686	CDS	2418				hypothetical protein
MMFJJJCJ_03687	CDS	849	ssuD_2	1.14.14.5		Alkanesulfonate monooxygenase
MMFJJJCJ_03688	CDS	882				hypothetical protein
MMFJJJCJ_03689	CDS	834				hypothetical protein
MMFJJJCJ_03690	CDS	1074				hypothetical protein
MMFJJJCJ_03691	CDS	732	glgC	2.7.7.27		Glucose-1-phosphate adenylyltransferase
MMFJJJCJ_03692	CDS	609				hypothetical protein
MMFJJJCJ_03693	CDS	1542				hypothetical protein
MMFJJJCJ_03694	CDS	711	bcs1			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
MMFJJJCJ_03695	CDS	771				hypothetical protein
MMFJJJCJ_03696	CDS	708				hypothetical protein
MMFJJJCJ_03697	CDS	1584	ribZ_3			Riboflavin transporter RibZ
MMFJJJCJ_03698	CDS	951				hypothetical protein
MMFJJJCJ_03699	CDS	780				hypothetical protein
MMFJJJCJ_03700	CDS	390				hypothetical protein
MMFJJJCJ_03701	CDS	198				hypothetical protein
MMFJJJCJ_03702	CDS	705				hypothetical protein
MMFJJJCJ_03703	CDS	1428		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
MMFJJJCJ_03704	CDS	462				hypothetical protein
MMFJJJCJ_03705	CDS	513				hypothetical protein
MMFJJJCJ_03706	CDS	555	mdtD_8			Putative multidrug resistance protein MdtD
MMFJJJCJ_03707	CDS	576				hypothetical protein
MMFJJJCJ_03708	CDS	486				hypothetical protein
MMFJJJCJ_03709	CDS	702				hypothetical protein
MMFJJJCJ_03710	CDS	1056				hypothetical protein
MMFJJJCJ_03711	CDS	1704	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MMFJJJCJ_03712	CDS	738				hypothetical protein
MMFJJJCJ_03713	CDS	318				hypothetical protein
MMFJJJCJ_03714	CDS	3339	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MMFJJJCJ_03715	CDS	705		1.-.-.-		putative oxidoreductase
MMFJJJCJ_03716	CDS	1236				hypothetical protein
MMFJJJCJ_03717	CDS	1170		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
MMFJJJCJ_03718	CDS	1335	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MMFJJJCJ_03719	CDS	426	yccU		COG1832	putative protein YccU
MMFJJJCJ_03720	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MMFJJJCJ_03721	CDS	1167	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
MMFJJJCJ_03722	CDS	603				hypothetical protein
MMFJJJCJ_03723	CDS	1278	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
MMFJJJCJ_03724	CDS	672	regX3_2		COG0745	Sensory transduction protein regX3
MMFJJJCJ_03725	CDS	1782	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
MMFJJJCJ_03726	CDS	2313	treY	5.4.99.15		Maltooligosyl trehalose synthase
MMFJJJCJ_03727	CDS	2145	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
MMFJJJCJ_03728	CDS	285				hypothetical protein
MMFJJJCJ_03729	CDS	516	bfr	1.16.3.1	COG2193	Bacterioferritin
MMFJJJCJ_03730	CDS	993				putative protein
MMFJJJCJ_03731	CDS	846	birA_2	6.3.4.15		Bifunctional ligase/repressor BirA
MMFJJJCJ_03732	CDS	777	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
MMFJJJCJ_03733	CDS	2631	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MMFJJJCJ_03734	CDS	1593	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
MMFJJJCJ_03735	CDS	243				hypothetical protein
MMFJJJCJ_03736	CDS	1056				hypothetical protein
MMFJJJCJ_03737	CDS	1194				hypothetical protein
MMFJJJCJ_03738	CDS	1974				hypothetical protein
MMFJJJCJ_03739	CDS	744				hypothetical protein
MMFJJJCJ_03740	CDS	966	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
MMFJJJCJ_03741	CDS	189				hypothetical protein
MMFJJJCJ_03742	CDS	2691				hypothetical protein
MMFJJJCJ_03743	CDS	1653	dnaG_2	2.7.7.-		DNA primase
MMFJJJCJ_03744	CDS	477				hypothetical protein
MMFJJJCJ_03745	CDS	897				hypothetical protein
MMFJJJCJ_03746	CDS	1584	petC_3	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
MMFJJJCJ_03747	CDS	1131		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
MMFJJJCJ_03748	CDS	984				hypothetical protein
MMFJJJCJ_03749	CDS	213				hypothetical protein
MMFJJJCJ_03750	CDS	597	prmC_4	2.1.1.297		Release factor glutamine methyltransferase
MMFJJJCJ_03751	CDS	417				hypothetical protein
MMFJJJCJ_03752	CDS	270				hypothetical protein
MMFJJJCJ_03753	CDS	1761	aes_4	3.1.1.-		Acetyl esterase
MMFJJJCJ_03754	CDS	312				hypothetical protein
MMFJJJCJ_03755	CDS	414				hypothetical protein
MMFJJJCJ_03756	CDS	615	yyaP_2		COG0262	putative protein YyaP
MMFJJJCJ_03757	CDS	201				hypothetical protein
MMFJJJCJ_03758	CDS	804	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MMFJJJCJ_03759	CDS	234	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MMFJJJCJ_03760	CDS	1689	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MMFJJJCJ_03761	CDS	1251		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
MMFJJJCJ_03762	CDS	1356	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
MMFJJJCJ_03763	CDS	795	adc_2	4.1.1.4		acetoacetate decarboxylase
MMFJJJCJ_03764	CDS	573				hypothetical protein
MMFJJJCJ_03765	CDS	930	ssuD_3	1.14.14.5		Alkanesulfonate monooxygenase
MMFJJJCJ_03766	CDS	1461	xylG	1.2.1.85		2-hydroxymuconic semialdehyde dehydrogenase
MMFJJJCJ_03767	CDS	879	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
MMFJJJCJ_03768	CDS	855				hypothetical protein
MMFJJJCJ_03769	CDS	699				hypothetical protein
MMFJJJCJ_03770	CDS	468	ideR_2		COG1321	Iron-dependent repressor IdeR
MMFJJJCJ_03771	CDS	717	bacC_4	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MMFJJJCJ_03772	CDS	1206				hypothetical protein
MMFJJJCJ_03773	CDS	513				hypothetical protein
MMFJJJCJ_03774	CDS	204				hypothetical protein
MMFJJJCJ_03775	CDS	420				hypothetical protein
MMFJJJCJ_03776	CDS	225				hypothetical protein
MMFJJJCJ_03777	CDS	1518				hypothetical protein
MMFJJJCJ_03778	CDS	1317				hypothetical protein
MMFJJJCJ_03779	CDS	1122	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
MMFJJJCJ_03780	CDS	699	tcrA_3		COG0745	Transcriptional regulatory protein TcrA
MMFJJJCJ_03781	CDS	306				hypothetical protein
MMFJJJCJ_03782	CDS	816				hypothetical protein
MMFJJJCJ_03783	CDS	873				hypothetical protein
MMFJJJCJ_03784	CDS	558	yyaP_3		COG0262	putative protein YyaP
MMFJJJCJ_03785	CDS	492				hypothetical protein
MMFJJJCJ_03786	CDS	2640				hypothetical protein
MMFJJJCJ_03787	CDS	333				hypothetical protein
MMFJJJCJ_03788	CDS	1173				hypothetical protein
MMFJJJCJ_03789	CDS	822				hypothetical protein
MMFJJJCJ_03790	CDS	1704				hypothetical protein
MMFJJJCJ_03791	CDS	966				hypothetical protein
MMFJJJCJ_03792	CDS	459				hypothetical protein
MMFJJJCJ_03793	CDS	753				Tn3 family transposase TnXo19
MMFJJJCJ_03794	CDS	351			COG3039	IS5 family transposase ISBli8
MMFJJJCJ_03795	CDS	786	rutD_4	3.5.1.-		Putative aminoacrylate hydrolase RutD
MMFJJJCJ_03796	CDS	402				hypothetical protein
MMFJJJCJ_03797	CDS	243				hypothetical protein
MMFJJJCJ_03798	CDS	300				hypothetical protein
MMFJJJCJ_03799	CDS	492				hypothetical protein
MMFJJJCJ_03800	CDS	453				hypothetical protein
MMFJJJCJ_03801	CDS	1770				hypothetical protein
MMFJJJCJ_03802	CDS	1149	aplIM	2.1.1.37	COG0270	Modification methylase AplI
MMFJJJCJ_03803	CDS	834				hypothetical protein
MMFJJJCJ_03804	CDS	933				hypothetical protein
MMFJJJCJ_03805	CDS	1257		3.4.24.-	COG0612	putative zinc protease
MMFJJJCJ_03806	CDS	369	rsbV_3		COG1366	Anti-sigma-B factor antagonist
MMFJJJCJ_03807	CDS	516				hypothetical protein
MMFJJJCJ_03808	CDS	867				hypothetical protein
MMFJJJCJ_03809	CDS	276				hypothetical protein
MMFJJJCJ_03810	CDS	1662	pknD_23	2.7.11.1		Serine/threonine-protein kinase PknD
MMFJJJCJ_03811	CDS	183				hypothetical protein
MMFJJJCJ_03812	CDS	198				hypothetical protein
MMFJJJCJ_03813	CDS	1353				hypothetical protein
MMFJJJCJ_03814	CDS	3996	eccC_2		COG1674	ESX secretion system protein EccC
MMFJJJCJ_03815	CDS	1392				hypothetical protein
MMFJJJCJ_03816	CDS	1407	eccB2	3.6.-.-		ESX-2 secretion system ATPase EccB2
MMFJJJCJ_03817	CDS	315	esxB_2			ESAT-6-like protein
MMFJJJCJ_03818	CDS	294	esxA_2			ESAT-6-like protein EsxA
MMFJJJCJ_03819	CDS	291				hypothetical protein
MMFJJJCJ_03820	CDS	1410				hypothetical protein
MMFJJJCJ_03821	CDS	1014				hypothetical protein
MMFJJJCJ_03822	CDS	939				hypothetical protein
MMFJJJCJ_03823	CDS	846				hypothetical protein
MMFJJJCJ_03824	CDS	732				hypothetical protein
MMFJJJCJ_03825	CDS	399				hypothetical protein
MMFJJJCJ_03826	CDS	615				hypothetical protein
MMFJJJCJ_03827	CDS	174				hypothetical protein
MMFJJJCJ_03828	CDS	3549	smc_1			Chromosome partition protein Smc
MMFJJJCJ_03829	CDS	1185				hypothetical protein
MMFJJJCJ_03830	CDS	1554				hypothetical protein
MMFJJJCJ_03831	CDS	627				hypothetical protein
MMFJJJCJ_03832	CDS	1494				hypothetical protein
MMFJJJCJ_03833	CDS	594				hypothetical protein
MMFJJJCJ_03834	CDS	1125				hypothetical protein
MMFJJJCJ_03835	CDS	585				hypothetical protein
MMFJJJCJ_03836	CDS	1290	pbuE_2		COG2814	Purine efflux pump PbuE
MMFJJJCJ_03837	CDS	558				hypothetical protein
MMFJJJCJ_03838	CDS	3372	pycA	6.4.1.1		Pyruvate carboxylase
MMFJJJCJ_03839	CDS	639				hypothetical protein
MMFJJJCJ_03840	CDS	930	hrdB_1		COG0568	RNA polymerase principal sigma factor HrdB
MMFJJJCJ_03841	CDS	618				hypothetical protein
MMFJJJCJ_03842	CDS	729	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MMFJJJCJ_03843	CDS	1194		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
MMFJJJCJ_03844	CDS	1302				hypothetical protein
MMFJJJCJ_03845	CDS	2529				hypothetical protein
MMFJJJCJ_03846	CDS	924	psdht_1	4.2.1.-		Phenylserine dehydratase
MMFJJJCJ_03847	CDS	1551	bmr3_3			Multidrug resistance protein 3
MMFJJJCJ_03848	CDS	579				hypothetical protein
MMFJJJCJ_03849	CDS	555				hypothetical protein
MMFJJJCJ_03850	CDS	1164				hypothetical protein
MMFJJJCJ_03851	CDS	714				hypothetical protein
MMFJJJCJ_03852	CDS	573	yyaP_4		COG0262	putative protein YyaP
MMFJJJCJ_03853	CDS	588		1.6.5.7		2-hydroxy-1,4-benzoquinone reductase
MMFJJJCJ_03854	CDS	3201				hypothetical protein
MMFJJJCJ_03855	CDS	1485	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
MMFJJJCJ_03856	CDS	1050	fgd_6	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
MMFJJJCJ_03857	CDS	1185	ydcS_2	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
MMFJJJCJ_03858	CDS	2010				hypothetical protein
MMFJJJCJ_03859	CDS	2079	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MMFJJJCJ_03860	CDS	885	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
MMFJJJCJ_03861	CDS	735				hypothetical protein
MMFJJJCJ_03862	CDS	288				hypothetical protein
MMFJJJCJ_03863	CDS	1089				hypothetical protein
MMFJJJCJ_03864	CDS	390	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MMFJJJCJ_03865	CDS	450				hypothetical protein
MMFJJJCJ_03866	CDS	798				hypothetical protein
MMFJJJCJ_03867	CDS	1104	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
MMFJJJCJ_03868	CDS	1125	hmp	1.14.12.17	COG1017	Flavohemoprotein
MMFJJJCJ_03869	CDS	738		2.4.2.-	COG2071	Putative glutamine amidotransferase
MMFJJJCJ_03870	CDS	957	nlhH_3	3.1.1.1	COG0657	Carboxylesterase NlhH
MMFJJJCJ_03871	CDS	807		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
MMFJJJCJ_03872	CDS	435				hypothetical protein
MMFJJJCJ_03873	CDS	918				hypothetical protein
MMFJJJCJ_03874	CDS	1350	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
MMFJJJCJ_03875	CDS	690	arlR		COG0745	Response regulator ArlR
MMFJJJCJ_03876	CDS	1332	kgtP			Alpha-ketoglutarate permease
MMFJJJCJ_03877	CDS	1182		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
MMFJJJCJ_03878	CDS	300				hypothetical protein
MMFJJJCJ_03879	CDS	573				hypothetical protein
MMFJJJCJ_03880	CDS	801				hypothetical protein
MMFJJJCJ_03881	CDS	3174	accA	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MMFJJJCJ_03882	CDS	798	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MMFJJJCJ_03883	CDS	528				hypothetical protein
MMFJJJCJ_03884	CDS	789	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MMFJJJCJ_03885	CDS	807				hypothetical protein
MMFJJJCJ_03886	CDS	1200	mycG_4	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
MMFJJJCJ_03887	CDS	2901	afsR_4		COG3629	Regulatory protein AfsR
MMFJJJCJ_03888	CDS	927	bcrA_1			Bacitracin transport ATP-binding protein BcrA
MMFJJJCJ_03889	CDS	780				hypothetical protein
MMFJJJCJ_03890	CDS	924	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MMFJJJCJ_03891	CDS	843	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
MMFJJJCJ_03892	CDS	561				hypothetical protein
MMFJJJCJ_03893	CDS	618				hypothetical protein
MMFJJJCJ_03894	CDS	372				hypothetical protein
MMFJJJCJ_03895	CDS	192				hypothetical protein
MMFJJJCJ_03896	CDS	228				hypothetical protein
MMFJJJCJ_03897	CDS	315				hypothetical protein
MMFJJJCJ_03898	CDS	477				hypothetical protein
MMFJJJCJ_03899	CDS	543	algU_2		COG1595	RNA polymerase sigma-H factor
MMFJJJCJ_03900	CDS	549				hypothetical protein
MMFJJJCJ_03901	CDS	1146			COG1680	putative protein
MMFJJJCJ_03902	CDS	987	btuF_3			Vitamin B12-binding protein
MMFJJJCJ_03903	CDS	1077	btuC_2			Vitamin B12 import system permease protein BtuC
MMFJJJCJ_03904	CDS	801	fecE_4		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
MMFJJJCJ_03905	CDS	666				hypothetical protein
MMFJJJCJ_03906	CDS	1311	mdtK		COG0534	Multidrug resistance protein MdtK
MMFJJJCJ_03907	CDS	1668	katA	1.11.1.6	COG0753	Catalase
MMFJJJCJ_03908	CDS	513				hypothetical protein
MMFJJJCJ_03909	CDS	1101				hypothetical protein
MMFJJJCJ_03910	CDS	237				hypothetical protein
MMFJJJCJ_03911	CDS	543		2.3.1.-	COG1670	Acetyltransferase
MMFJJJCJ_03912	CDS	927				hypothetical protein
MMFJJJCJ_03913	CDS	918				hypothetical protein
MMFJJJCJ_03914	CDS	564	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
MMFJJJCJ_03915	CDS	453				hypothetical protein
MMFJJJCJ_03916	CDS	1389	bchR	2.1.1.331	COG1032	Bacteriochlorophyllide d C-12(1)-methyltransferase
MMFJJJCJ_03917	CDS	870	yegS_1	2.7.1.-		lipid kinase YegS
MMFJJJCJ_03918	CDS	864	fgd_7	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
MMFJJJCJ_03919	CDS	441				hypothetical protein
MMFJJJCJ_03920	CDS	558	qdoI	1.13.11.24	COG1917	Quercetin 2,3-dioxygenase
MMFJJJCJ_03921	CDS	828				hypothetical protein
MMFJJJCJ_03922	CDS	837	dhmA2_2	3.8.1.5		Haloalkane dehalogenase 2
MMFJJJCJ_03923	CDS	789	nimR_1			HTH-type transcriptional regulator NimR
MMFJJJCJ_03924	CDS	1209				hypothetical protein
MMFJJJCJ_03925	CDS	363				hypothetical protein
MMFJJJCJ_03926	CDS	1092	rppA	2.3.1.233	COG3424	1,3,6,8-tetrahydroxynaphthalene synthase
MMFJJJCJ_03927	CDS	1197		1.14.19.69	COG2124	Biflaviolin synthase CYP158A2
MMFJJJCJ_03928	CDS	585				hypothetical protein
MMFJJJCJ_03929	CDS	696				hypothetical protein
MMFJJJCJ_03930	CDS	684				hypothetical protein
MMFJJJCJ_03931	CDS	630				hypothetical protein
MMFJJJCJ_03932	CDS	444	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
MMFJJJCJ_03933	CDS	318				hypothetical protein
MMFJJJCJ_03934	CDS	1179	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MMFJJJCJ_03935	CDS	888	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MMFJJJCJ_03936	CDS	1617				hypothetical protein
MMFJJJCJ_03937	CDS	480				hypothetical protein
MMFJJJCJ_03938	CDS	672	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MMFJJJCJ_03939	CDS	1608	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MMFJJJCJ_03940	CDS	180				hypothetical protein
MMFJJJCJ_03941	CDS	630				hypothetical protein
MMFJJJCJ_03942	CDS	1197				hypothetical protein
MMFJJJCJ_03943	CDS	855	folD		COG0190	Bifunctional protein FolD protein
MMFJJJCJ_03944	CDS	720				hypothetical protein
MMFJJJCJ_03945	CDS	444				hypothetical protein
MMFJJJCJ_03946	CDS	1218	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
MMFJJJCJ_03947	CDS	990	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
MMFJJJCJ_03948	CDS	1773	htpG_1			Chaperone protein HtpG
MMFJJJCJ_03949	CDS	2706				hypothetical protein
MMFJJJCJ_03950	CDS	1161	galK	2.7.1.6	COG0153	Galactokinase
MMFJJJCJ_03951	CDS	954	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MMFJJJCJ_03952	CDS	411				hypothetical protein
MMFJJJCJ_03953	CDS	1038				hypothetical protein
MMFJJJCJ_03954	CDS	1089	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MMFJJJCJ_03955	CDS	606	thpR_1	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
MMFJJJCJ_03956	CDS	1044				hypothetical protein
MMFJJJCJ_03957	CDS	1182				hypothetical protein
MMFJJJCJ_03958	CDS	1167		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
MMFJJJCJ_03959	CDS	1536		3.5.1.47		N-acetyldiaminopimelate deacetylase
MMFJJJCJ_03960	CDS	1053	tmpC_1		COG1744	Membrane lipoprotein TmpC
MMFJJJCJ_03961	CDS	1530	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
MMFJJJCJ_03962	CDS	1215				hypothetical protein
MMFJJJCJ_03963	CDS	1353				hypothetical protein
MMFJJJCJ_03964	CDS	396	cdd	3.5.4.5	COG0295	Cytidine deaminase
MMFJJJCJ_03965	CDS	1278	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
MMFJJJCJ_03966	CDS	468				hypothetical protein
MMFJJJCJ_03967	CDS	327				hypothetical protein
MMFJJJCJ_03968	CDS	1692				hypothetical protein
MMFJJJCJ_03969	CDS	1209				hypothetical protein
MMFJJJCJ_03970	CDS	189				hypothetical protein
MMFJJJCJ_03971	CDS	825				hypothetical protein
MMFJJJCJ_03972	CDS	402				hypothetical protein
MMFJJJCJ_03973	CDS	231				hypothetical protein
MMFJJJCJ_03974	CDS	1095	add	3.5.4.4	COG1816	Adenosine deaminase
MMFJJJCJ_03975	CDS	591				hypothetical protein
MMFJJJCJ_03976	CDS	504				hypothetical protein
MMFJJJCJ_03977	CDS	315	gdx_2		COG2076	Guanidinium exporter
MMFJJJCJ_03978	CDS	1737		5.4.2.8	COG1109	putative phosphomannomutase
MMFJJJCJ_03979	CDS	801	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
MMFJJJCJ_03980	CDS	453				hypothetical protein
